response target distr1 distr2 subject error
2.717854398009275307e+00 3.041933145605628219e+00 2.727767594984182864e+00 -1.600648949961754441e+00 0.000000000000000000e+00
2.520928401973352440e+00 3.041933145605628219e+00 2.727767594984182864e+00 -1.600648949961754441e+00 0.000000000000000000e+00
2.683594701992571441e+00 3.041933145605628219e+00 2.727767594984182864e+00 -1.600648949961754441e+00 0.000000000000000000e+00
2.712245312228626748e+00 3.041933145605628219e+00 2.727767594984182864e+00 -1.600648949961754441e+00 0.000000000000000000e+00
2.565059828586990776e+00 3.041933145605628219e+00 2.727767594984182864e+00 -1.600648949961754441e+00 0.000000000000000000e+00
2.571634800381427777e+00 3.041933145605628219e+00 2.727767594984182864e+00 -1.600648949961754441e+00 0.000000000000000000e+00
2.637081943790581473e+00 3.041933145605628219e+00 2.727767594984182864e+00 -1.600648949961754441e+00 0.000000000000000000e+00
5.662274614191007416e-01 5.499333106158689199e-01 2.532255828007142218e-01 -2.923273655828965367e+00 0.000000000000000000e+00
5.276929146791343728e-01 5.499333106158689199e-01 2.532255828007142218e-01 -2.923273655828965367e+00 0.000000000000000000e+00
5.890367293423224293e-01 5.499333106158689199e-01 2.532255828007142218e-01 -2.923273655828965367e+00 0.000000000000000000e+00
6.194736909483909981e-01 5.499333106158689199e-01 2.532255828007142218e-01 -2.923273655828965367e+00 0.000000000000000000e+00
5.491963375050269436e-01 5.499333106158689199e-01 2.532255828007142218e-01 -2.923273655828965367e+00 0.000000000000000000e+00
7.170720172545003157e-01 5.499333106158689199e-01 2.532255828007142218e-01 -2.923273655828965367e+00 0.000000000000000000e+00
6.706233184360848032e-01 5.499333106158689199e-01 2.532255828007142218e-01 -2.923273655828965367e+00 0.000000000000000000e+00
-3.134273221079422189e-01 -1.510331582135500395e-01 -4.303004089128771859e-01 2.763652122236745612e+00 0.000000000000000000e+00
-4.014990936194032245e-01 -1.510331582135500395e-01 -4.303004089128771859e-01 2.763652122236745612e+00 0.000000000000000000e+00
-2.610774510940264137e-01 -1.510331582135500395e-01 -4.303004089128771859e-01 2.763652122236745612e+00 0.000000000000000000e+00
-1.683517414124637290e-01 -1.510331582135500395e-01 -4.303004089128771859e-01 2.763652122236745612e+00 0.000000000000000000e+00
-5.636171943748490287e-01 -1.510331582135500395e-01 -4.303004089128771859e-01 2.763652122236745612e+00 0.000000000000000000e+00
-3.018856181454772636e-01 -1.510331582135500395e-01 -4.303004089128771859e-01 2.763652122236745612e+00 0.000000000000000000e+00
-2.548704268187408362e-01 -1.510331582135500395e-01 -4.303004089128771859e-01 2.763652122236745612e+00 0.000000000000000000e+00
1.875505896053696331e-01 4.373411578037852965e-01 1.580869673893110505e-01 -2.302827277922693927e+00 0.000000000000000000e+00
2.449786631268641157e-01 4.373411578037852965e-01 1.580869673893110505e-01 -2.302827277922693927e+00 0.000000000000000000e+00
2.573237149710886351e-01 4.373411578037852965e-01 1.580869673893110505e-01 -2.302827277922693927e+00 0.000000000000000000e+00
2.703672522580368720e-01 4.373411578037852965e-01 1.580869673893110505e-01 -2.302827277922693927e+00 0.000000000000000000e+00
3.309729543211049063e-01 4.373411578037852965e-01 1.580869673893110505e-01 -2.302827277922693927e+00 0.000000000000000000e+00
-2.634938791231292488e+00 -2.815050441911015167e+00 -2.483445475322577867e+00 -3.998452253051688193e-02 0.000000000000000000e+00
-2.616796881939685626e+00 -2.815050441911015167e+00 -2.483445475322577867e+00 -3.998452253051688193e-02 0.000000000000000000e+00
-2.477546490763109066e+00 -2.815050441911015167e+00 -2.483445475322577867e+00 -3.998452253051688193e-02 0.000000000000000000e+00
-2.502957686435808515e+00 -2.815050441911015167e+00 -2.483445475322577867e+00 -3.998452253051688193e-02 0.000000000000000000e+00
-2.451291397637609393e+00 -2.815050441911015167e+00 -2.483445475322577867e+00 -3.998452253051688193e-02 0.000000000000000000e+00
-2.491999366033276431e+00 -2.815050441911015167e+00 -2.483445475322577867e+00 -3.998452253051688193e-02 0.000000000000000000e+00
-2.604767674142848044e+00 -2.815050441911015167e+00 -2.483445475322577867e+00 -3.998452253051688193e-02 0.000000000000000000e+00
-2.169656266995791505e+00 -2.463111537105994842e+00 -2.183867305158392114e+00 1.882749851988395395e+00 0.000000000000000000e+00
-2.216526258049064335e+00 -2.463111537105994842e+00 -2.183867305158392114e+00 1.882749851988395395e+00 0.000000000000000000e+00
